comune,anno,genere,popolazione
Terre d'Adige  ,2022,Maschi  ,1543
Terre d'Adige  ,2022,Femmine  ,1500
Terre d'Adige  ,2022,Totale  ,3043
Terre d'Adige  ,2023,Maschi  ,1547
Terre d'Adige  ,2023,Femmine  ,1505
Terre d'Adige  ,2023,Totale  ,3052
Terre d'Adige  ,2024,Maschi  ,1579
Terre d'Adige  ,2024,Femmine  ,1516
Terre d'Adige  ,2024,Totale  ,3095
Terzolas  ,2022,Maschi  ,306
Terzolas  ,2022,Femmine  ,330
Terzolas  ,2022,Totale  ,636
Terzolas  ,2023,Maschi  ,303
Terzolas  ,2023,Femmine  ,329
Terzolas  ,2023,Totale  ,632
Terzolas  ,2024,Maschi  ,310
Terzolas  ,2024,Femmine  ,333
Terzolas  ,2024,Totale  ,643
Tesero  ,2022,Maschi  ,1462
Tesero  ,2022,Femmine  ,1475
Tesero  ,2022,Totale  ,2937
Tesero  ,2023,Maschi  ,1475
Tesero  ,2023,Femmine  ,1491
Tesero  ,2023,Totale  ,2966
Tesero  ,2024,Maschi  ,1505
Tesero  ,2024,Femmine  ,1489
Tesero  ,2024,Totale  ,2994
Tione di Trento  ,2022,Maschi  ,1808
Tione di Trento  ,2022,Femmine  ,1844
Tione di Trento  ,2022,Totale  ,3652
Tione di Trento  ,2023,Maschi  ,1819
Tione di Trento  ,2023,Femmine  ,1854
Tione di Trento  ,2023,Totale  ,3673
Tione di Trento  ,2024,Maschi  ,1821
Tione di Trento  ,2024,Femmine  ,1843
Tione di Trento  ,2024,Totale  ,3664
Ton  ,2022,Maschi  ,687
Ton  ,2022,Femmine  ,625
Ton  ,2022,Totale  ,1312
Ton  ,2023,Maschi  ,674
Ton  ,2023,Femmine  ,610
Ton  ,2023,Totale  ,1284
Ton  ,2024,Maschi  ,677
Ton  ,2024,Femmine  ,605
Ton  ,2024,Totale  ,1282
Torcegno  ,2022,Maschi  ,342
Torcegno  ,2022,Femmine  ,342
Torcegno  ,2022,Totale  ,684
Torcegno  ,2023,Maschi  ,343
Torcegno  ,2023,Femmine  ,352
Torcegno  ,2023,Totale  ,695
Torcegno  ,2024,Maschi  ,341
Torcegno  ,2024,Femmine  ,353
Torcegno  ,2024,Totale  ,694
Trambileno  ,2022,Maschi  ,729
Trambileno  ,2022,Femmine  ,738
Trambileno  ,2022,Totale  ,1467
Trambileno  ,2023,Maschi  ,724
Trambileno  ,2023,Femmine  ,751
Trambileno  ,2023,Totale  ,1475
Trambileno  ,2024,Maschi  ,723
Trambileno  ,2024,Femmine  ,750
Trambileno  ,2024,Totale  ,1473
Trento  ,2022,Maschi  ,57025
Trento  ,2022,Femmine  ,60822
Trento  ,2022,Totale  ,117847
Trento  ,2023,Maschi  ,57427
Trento  ,2023,Femmine  ,60850
Trento  ,2023,Totale  ,118277
Trento  ,2024,Maschi  ,57897
Trento  ,2024,Femmine  ,60989
Trento  ,2024,Totale  ,118886
Tre Ville  ,2022,Maschi  ,672
Tre Ville  ,2022,Femmine  ,693
Tre Ville  ,2022,Totale  ,1365
Tre Ville  ,2023,Maschi  ,672
Tre Ville  ,2023,Femmine  ,693
Tre Ville  ,2023,Totale  ,1365
Tre Ville  ,2024,Maschi  ,681
Tre Ville  ,2024,Femmine  ,701
Tre Ville  ,2024,Totale  ,1382
Valdaone  ,2022,Maschi  ,600
Valdaone  ,2022,Femmine  ,549
Valdaone  ,2022,Totale  ,1149
Valdaone  ,2023,Maschi  ,602
Valdaone  ,2023,Femmine  ,550
Valdaone  ,2023,Totale  ,1152
Valdaone  ,2024,Maschi  ,593
Valdaone  ,2024,Femmine  ,554
Valdaone  ,2024,Totale  ,1147
Valfloriana  ,2022,Maschi  ,241
Valfloriana  ,2022,Femmine  ,233
Valfloriana  ,2022,Totale  ,474
Valfloriana  ,2023,Maschi  ,243
Valfloriana  ,2023,Femmine  ,230
Valfloriana  ,2023,Totale  ,473
Valfloriana  ,2024,Maschi  ,242
Valfloriana  ,2024,Femmine  ,231
Valfloriana  ,2024,Totale  ,473
Vallarsa  ,2022,Maschi  ,706
Vallarsa  ,2022,Femmine  ,677
Vallarsa  ,2022,Totale  ,1383
Vallarsa  ,2023,Maschi  ,708
Vallarsa  ,2023,Femmine  ,685
Vallarsa  ,2023,Totale  ,1393
Vallarsa  ,2024,Maschi  ,710
Vallarsa  ,2024,Femmine  ,682
Vallarsa  ,2024,Totale  ,1392
Vallelaghi  ,2022,Maschi  ,2606
Vallelaghi  ,2022,Femmine  ,2570
Vallelaghi  ,2022,Totale  ,5176
Vallelaghi  ,2023,Maschi  ,2631
Vallelaghi  ,2023,Femmine  ,2574
Vallelaghi  ,2023,Totale  ,5205
Vallelaghi  ,2024,Maschi  ,2660
Vallelaghi  ,2024,Femmine  ,2596
Vallelaghi  ,2024,Totale  ,5256
Vermiglio  ,2022,Maschi  ,885
Vermiglio  ,2022,Femmine  ,910
Vermiglio  ,2022,Totale  ,1795
Vermiglio  ,2023,Maschi  ,874
Vermiglio  ,2023,Femmine  ,902
Vermiglio  ,2023,Totale  ,1776
Vermiglio  ,2024,Maschi  ,880
Vermiglio  ,2024,Femmine  ,903
Vermiglio  ,2024,Totale  ,1783
Vignola-Falesina  ,2022,Maschi  ,99
Vignola-Falesina  ,2022,Femmine  ,82
Vignola-Falesina  ,2022,Totale  ,181
Vignola-Falesina  ,2023,Maschi  ,104
Vignola-Falesina  ,2023,Femmine  ,85
Vignola-Falesina  ,2023,Totale  ,189
Vignola-Falesina  ,2024,Maschi  ,112
Vignola-Falesina  ,2024,Femmine  ,87
Vignola-Falesina  ,2024,Totale  ,199
Villa Lagarina  ,2022,Maschi  ,1952
Villa Lagarina  ,2022,Femmine  ,1929
Villa Lagarina  ,2022,Totale  ,3881
Villa Lagarina  ,2023,Maschi  ,1951
Villa Lagarina  ,2023,Femmine  ,1937
Villa Lagarina  ,2023,Totale  ,3888
Villa Lagarina  ,2024,Maschi  ,1948
Villa Lagarina  ,2024,Femmine  ,1945
Villa Lagarina  ,2024,Totale  ,3893
Ville d'Anaunia  ,2022,Maschi  ,2354
Ville d'Anaunia  ,2022,Femmine  ,2375
Ville d'Anaunia  ,2022,Totale  ,4729
Ville d'Anaunia  ,2023,Maschi  ,2362
Ville d'Anaunia  ,2023,Femmine  ,2354
Ville d'Anaunia  ,2023,Totale  ,4716
Ville d'Anaunia  ,2024,Maschi  ,2349
Ville d'Anaunia  ,2024,Femmine  ,2323
Ville d'Anaunia  ,2024,Totale  ,4672
Ville di Fiemme  ,2022,Maschi  ,1323
Ville di Fiemme  ,2022,Femmine  ,1314
Ville di Fiemme  ,2022,Totale  ,2637
Ville di Fiemme  ,2023,Maschi  ,1331
Ville di Fiemme  ,2023,Femmine  ,1313
Ville di Fiemme  ,2023,Totale  ,2644
Ville di Fiemme  ,2024,Maschi  ,1324
Ville di Fiemme  ,2024,Femmine  ,1326
Ville di Fiemme  ,2024,Totale  ,2650
Volano  ,2022,Maschi  ,1551
Volano  ,2022,Femmine  ,1512
Volano  ,2022,Totale  ,3063
Volano  ,2023,Maschi  ,1550
Volano  ,2023,Femmine  ,1556
Volano  ,2023,Totale  ,3106
Volano  ,2024,Maschi  ,1555
Volano  ,2024,Femmine  ,1566
Volano  ,2024,Totale  ,3121
Ziano di Fiemme  ,2022,Maschi  ,856
Ziano di Fiemme  ,2022,Femmine  ,902
Ziano di Fiemme  ,2022,Totale  ,1758
Ziano di Fiemme  ,2023,Maschi  ,850
Ziano di Fiemme  ,2023,Femmine  ,907
Ziano di Fiemme  ,2023,Totale  ,1757
Ziano di Fiemme  ,2024,Maschi  ,866
Ziano di Fiemme  ,2024,Femmine  ,914
Ziano di Fiemme  ,2024,Totale  ,1780
