anno,comune,alberghieri strutture,alberghieri posti_letto,extra alb. Strutture,extra alb. Posti_letto,tot convenzionali strutture,tot convenzionali posti_letto,all. privati numero,all. privati posti_letto,all.disposizione numero,all. disposizione posti_letto,COMPLESSIVO numero,COMPLESSIVO posti_letto
2023,Lona0Lases,1,24,0,0,1,24,3,13,50,105,54,142
2023,Luserna0Lusérn,0,0,1,24,1,24,6,27,126,652,133,703
2023,Madruzzo,1,50,5,61,6,111,36,150,204,408,246,669
2023,Malé,6,502,11,121,17,623,61,273,384,1831,462,2727
2023,Massimeno,0,0,2,30,2,30,49,231,133,523,184,784
2023,Mazzin0Mazin,11,729,10,300,21,1029,161,708,960,3006,1142,4743
2023,Mezzana,14,1951,16,2465,30,4416,386,1742,1409,2408,1825,8566
2023,Mezzano,4,161,6,156,10,317,95,407,156,527,261,1251
2023,Mezzocorona,4,173,12,131,16,304,2,7,26,81,44,392
2023,Mezzolombardo,1,25,10,78,11,103,10,33,8,24,29,160
2023,Moena0Moena,54,3302,12,258,66,356,406,1892,1087,4412,1559,6660
2023,Molveno,38,2412,17,1017,55,3429,300,1314,357,1219,712,5962
2023,Mori,1,19,13,281,14,300,19,77,275,1518,308,1895
2023,Nago0Torbole,49,3027,45,199,94,5017,230,914,362,1065,686,6996
2023,Nogaredo,0,0,2,31,2,31,4,20,85,570,91,621
2023,Nomi,0,0,0,0,0,0,0,0,39,284,39,284
2023,Novaledo,0,0,0,0,0,0,4,15,49,369,53,384
2023,Novella,3,105,21,322,24,427,44,202,95,546,163,1175
2023,Ospedaletto,0,0,2,6,2,6,1,4,42,303,45,313
2023,Ossana,5,252,7,1015,12,1267,37,180,702,2777,751,4224
2023,Palù del Fersina0Palai en Bersntol,1,24,1,24,2,48,16,82,86,307,104,437
2023,Panchià,6,327,1,6,7,333,25,109,207,621,239,1063
2023,Peio,25,1489,16,972,41,2461,166,737,1109,3559,1316,6757
2023,Pellizzano,3,155,9,265,12,420,43,209,492,2461,547,3090
2023,Pelugo,0,0,2,138,2,138,16,64,118,506,136,708
2023,Pergine Valsugana,11,518,18,14,29,1918,110,425,642,28,781,2371
2023,Pieve di Bono0Prezzo,3,58,9,368,12,426,8,31,212,1031,232,1488
2023,Pieve Tesino,1,16,22,1654,23,167,23,152,469,2587,515,2906
2023,Pinzolo,92,63,46,1991,138,8291,929,4027,2555,7567,3622,19885
2023,Pomarolo,0,0,1,54,1,54,7,26,78,458,86,538
2023,Porte di Rendena,3,100,4,443,7,543,21,106,598,2783,626,3432
2023,Predaia,6,373,28,696,34,1069,162,663,1002,5187,1198,6919
2023,Predazzo,22,1631,19,1939,41,357,298,1329,1462,4388,1801,6074
2023,Primiero San Martino di Castrozza,74,4939,36,1747,110,6686,723,2986,135,4653,968,14325
2023,Rabbi,4,204,25,624,29,828,79,382,547,2462,655,3672
2023,Riva del Garda,72,6101,102,4025,174,10126,544,2151,1015,2995,1733,15272
2023,Romeno,4,152,7,142,11,294,22,93,391,2257,424,2644
2023,Roncegno Terme,6,360,7,204,13,564,40,174,168,705,221,1443
2023,Ronchi Valsugana,1,20,0,0,1,20,11,46,131,523,143,589
2023,Ronzo0Chienis,2,60,3,34,5,94,21,81,203,1313,229,1488
2023,Ronzone,5,246,4,69,9,315,12,62,463,1995,484,2372
2023,Roverè della Luna,1,24,3,19,4,43,1,4,35,92,40,139
2023,Rovereto,6,499,35,747,41,1246,71,253,709,2578,821,4077
2023,Ruffrè0Mendola,2,68,3,171,5,239,33,134,473,1791,511,2164
2023,Rumo,3,135,6,150,9,285,24,104,252,1384,285,1773
2023,Sagron Mis,1,43,4,91,5,134,7,29,89,363,101,526
2023,Samone,1,25,0,0,1,25,1,6,58,329,60,360
2023,San Giovanni di Fassa0Sen Jan,79,4737,76,3628,155,8365,581,2737,1374,5669,2110,16771
2023,San Lorenzo Dorsino,9,511,15,433,24,944,38,170,404,2133,466,3247
2023,San Michele all'Adige,2,71,6,82,8,153,3,17,45,111,56,281
2023,Sant'Orsola Terme,1,68,5,61,6,129,28,106,90,380,124,615
2023,Sanzeno,1,39,2,22,3,61,4,16,41,221,48,298
2023,Sarnonico,5,334,2,470,7,804,13,48,220,1046,240,1898
2023,Scurelle,1,20,11,235,12,255,3,13,92,450,107,718
2023,Segonzano,1,75,7,164,8,239,7,43,177,552,192,834
2023,Sella Giudicarie,7,392,9,329,16,721,51,217,613,2372,680,3310
2023,Sfruz,1,25,3,86,4,111,14,64,232,1179,250,1354
2023,Soraga di Fassa0Soraga,19,1002,6,98,25,11,136,602,181,637,342,1250
2023,Sover,1,48,2,34,3,82,10,47,156,307,169,436
2023,Spiazzo,4,108,7,274,11,382,29,126,770,3047,810,3555
2023,Spormaggiore,3,58,5,67,8,125,18,88,71,220,97,433
2023,Sporminore,1,25,2,25,3,50,0,0,29,185,32,235
2023,Stenico,3,365,11,375,14,740,31,143,390,2666,435,3549
2023,Storo,2,101,2,25,4,126,8,30,178,993,190,1149
2023,Strembo,2,48,3,69,5,117,8,30,319,1471,332,1618
2023,Telve,2,58,13,256,15,314,14,73,218,838,247,1225
2023,Telve di Sopra,0,0,0,0,0,0,8,25,56,218,64,243
2023,Tenna,3,153,2,19,5,172,32,132,81,369,118,673
2023,Tenno,8,330,20,550,28,880,87,378,287,1191,402,2449
2023,Terragnolo,0,0,1,20,1,20,2,8,313,954,316,982
2023,Terre d'Adige,0,0,7,52,7,52,1,8,40,88,48,148
2023,Terzolas,1,93,2,42,3,135,9,34,80,380,92,549
2023,Tesero,12,1037,21,667,33,1704,119,565,523,1566,675,3835
2023,Tione di Trento,3,55,4,38,7,93,31,135,345,1633,383,1861
2023,Ton,0,0,5,49,5,49,11,50,77,379,93,478
2023,Torcegno,1,46,3,279,4,325,6,35,127,635,137,995
2023,Trambileno,0,0,2,89,2,89,2,10,180,1201,184,1300
2023,Tre Ville,12,746,9,474,21,122,107,461,1002,2809,1130,3392
2023,Trento,36,3686,143,2709,179,6395,409,1457,128,369,716,8221
2023,Valdaone,4,81,28,969,32,105,9,40,89,533,130,678
2023,Valfloriana,0,0,3,50,3,50,8,38,102,304,113,392
2023,Vallarsa,5,143,3,14,8,157,1,2,625,2596,634,2755
2023,Vallelaghi,6,206,9,826,15,1032,31,124,134,340,180,1496
2023,Vermiglio,28,2041,24,1106,52,3147,137,630,1269,3151,1458,6928
2023,Vignola0Falesina,3,109,2,17,5,126,9,36,141,489,155,651
2023,Villa Lagarina,1,23,9,226,10,249,4,12,393,1898,407,2159
2023,Ville d'Anaunia,4,94,16,218,20,312,43,177,227,1492,290,1981
2023,Ville di Fiemme,12,766,19,823,31,1589,182,825,1406,4213,1619,6627
2023,Volano,0,0,0,0,0,0,3,14,107,545,110,559
2023,Ziano di Fiemme,8,558,6,53,14,611,86,389,549,1642,649,2642
2023,Provincia,1427,90569,1943,82125,337,172694,1312,57016,64943,248456,66592,478166
