,comune,anno,valore,valore_letti,lat,lon
322,FAEDO,2021,0.0,0.0,NaN,NaN
323,FAEDO,2022,0.0,0.0,NaN,NaN
324,FAEDO,2023,0.0,0.0,NaN,NaN
325,FAI DELLA PAGANELLA,2019,0.9137254901960784,0.5395238095238095,46.1793313,11.0689304
326,FAI DELLA PAGANELLA,2020,0.91015625,0.9991181657848325,46.1793313,11.0689304
327,FAI DELLA PAGANELLA,2021,0.9137254901960784,0.5562101129111439,46.1793313,11.0689304
328,FAI DELLA PAGANELLA,2022,0.8307692307692308,0.35294117647058826,46.1793313,11.0689304
329,FAI DELLA PAGANELLA,2023,0.8270676691729323,0.35770049680624555,46.1793313,11.0689304
330,FIAVÈ,2019,0.8484848484848485,0.49070631970260226,NaN,NaN
331,FIAVÈ,2020,0.875,0.5477178423236515,NaN,NaN
332,FIAVÈ,2021,0.875,0.5714285714285714,NaN,NaN
333,FIAVÈ,2022,0.7575757575757576,0.31189710610932475,NaN,NaN
334,FIAVÈ,2023,0.6764705882352942,0.2119815668202765,NaN,NaN
335,FIEROZZO-VLARÖTZ,2019,0.6666666666666666,0.29577464788732394,NaN,NaN
336,FIEROZZO-VLARÖTZ,2020,0.75,0.45652173913043476,NaN,NaN
337,FIEROZZO-VLARÖTZ,2021,0.75,0.45652173913043476,NaN,NaN
338,FIEROZZO-VLARÖTZ,2022,0.5714285714285714,0.25287356321839083,NaN,NaN
339,FIEROZZO-VLARÖTZ,2023,0.75,0.5689655172413793,NaN,NaN
340,FOLGARIA,2019,0.9528759528759528,0.6360900962861072,NaN,NaN
341,FOLGARIA,2020,0.9515570934256056,0.9461636828644501,NaN,NaN
342,FOLGARIA,2021,0.9528759528759528,0.6347259157587716,NaN,NaN
343,FOLGARIA,2022,0.9016641452344932,0.38626796341994485,NaN,NaN
344,FOLGARIA,2023,0.9007194244604316,0.3728768222549151,NaN,NaN
345,FONDO,2019,0.9205298013245033,0.5960378983634798,NaN,NaN
346,FONDO,2020,0.0,0.0,NaN,NaN
347,FONDO,2021,0.0,0.0,NaN,NaN
348,FONDO,2022,0.0,0.0,NaN,NaN
349,FONDO,2023,0.0,0.0,NaN,NaN
350,FORNACE,2019,1.0,1.0,NaN,NaN
351,FORNACE,2020,0.9444444444444444,0.9009009009009009,NaN,NaN
352,FORNACE,2021,1.0,1.0,NaN,NaN
353,FORNACE,2022,1.0,1.0,NaN,NaN
354,FORNACE,2023,0.5,0.26666666666666666,NaN,NaN
355,FRASSILONGO-GARAIT,2019,0.6923076923076923,0.30864197530864196,NaN,NaN
356,FRASSILONGO-GARAIT,2020,0.6428571428571429,0.2808988764044944,NaN,NaN
357,FRASSILONGO-GARAIT,2021,0.6923076923076923,0.30864197530864196,NaN,NaN
358,FRASSILONGO-GARAIT,2022,0.6428571428571429,0.5753424657534246,NaN,NaN
359,FRASSILONGO-GARAIT,2023,0.6666666666666666,0.5921052631578947,NaN,NaN
360,GARNIGA TERME,2019,0.9130434782608695,0.4794520547945205,NaN,NaN
361,GARNIGA TERME,2020,0.9130434782608695,0.4794520547945205,NaN,NaN
362,GARNIGA TERME,2021,0.9545454545454546,0.5263157894736842,NaN,NaN
363,GARNIGA TERME,2022,0.8181818181818182,0.2761904761904762,NaN,NaN
364,GARNIGA TERME,2023,0.75,0.21649484536082475,NaN,NaN
365,GIOVO,2019,0.36363636363636365,0.15037593984962405,NaN,NaN
366,GIOVO,2020,0.4,0.16129032258064516,NaN,NaN
367,GIOVO,2021,0.3333333333333333,0.13793103448275862,NaN,NaN
368,GIOVO,2022,0.5,0.2054794520547945,NaN,NaN
369,GIOVO,2023,0.46153846153846156,0.21138211382113822,NaN,NaN
370,GIUSTINO,2019,0.7222222222222222,0.31850961538461536,NaN,NaN
371,GIUSTINO,2020,0.7090909090909091,0.31103286384976525,NaN,NaN
